pair,count
"('の', '例')",11
"('の', '大')",11
"('です', 'を')",11
"('に', 'ませ')",11
"('それ', 'と')",11
"('そんな', 'て')",11
"('そんな', 'に')",11
"('思う', '猫')",11
"('と', '思う')",11
"('を', '知れ')",11
"('猫', '知れ')",11
"('て', '知れ')",11
"('が', '知れ')",11
"('な', 'へ')",11
"('て', '思う')",11
"('と', '真面目')",11
"('ところ', 'な')",11
"('す', 'に')",11
"('で', 'まい')",11
"('か', '顔')",11
"('が', 'なる')",11
"('が', 'また')",11
"('つ', 'の')",11
"('に', '吾')",11
"('て', '受け')",11
"('ば', 'も')",11
"('だ', 'どう')",11
"('を', '日')",11
"('だ', '一')",11
"('は', '日')",11
"('の', '今')",11
"('て', 'れる')",11
"('で', 'です')",11
"('で', 'れる')",11
"('の', 'まし')",11
"('いる', '事')",11
"('を', '全く')",11
"('いる', 'もの')",11
"('た', '少し')",11
"('の', 'やり')",11
"('あいつ', 'の')",11
"('もの', 'もの')",11
"('し', 'へ')",11
"('て', '匹')",11
"('で', 'よ')",11
"('の', 'よ')",11
"('ただ', 'を')",11
"('ただ', 'は')",11
"('の', '行か')",11
"('は', '行か')",11
"('は', 'まあ')",11
"('に', '行か')",11
"('主人', '事')",11
"('云う', '人間')",11
"('を', '二')",11
"('の', '動作')",11
"('せ', 'を')",11
"('に', 'れる')",11
"('と', '答え')",11
"('て', '答え')",11
"('の', '風')",11
"('に', '迷亭')",11
"('た', '君')",11
"('を', '頭')",11
"('し', 'ず')",11
"('ざる', 'て')",11
"('に', '使用')",11
"('ど', 'の')",11
"('と', '怪しから')",11
"('に', '疋')",11
"('の', '当家')",11
"('の', '比例')",11
"('た', 'なら')",11
"('いえ', 'は')",11
"('を', '心')",11
"('た', 'ため')",11
"('が', 'ため')",11
"('たる', 'を')",11
"('たる', 'と')",11
"('の', '鈴木')",11
"('た', '人')",11
"('なかっ', 'の')",11
"('まい', '事')",11
"('の', '館')",11
"('その', '事')",10
"('こんな', '猫')",10
"('が', 'こんな')",10
"('い', 'も')",10
"('事', '出来')",10
"('ぬ', '事')",10
"('た', '方')",10
"('が', '声')",10
"('も', '来')",10
"('の', '気')",10
"('いい', 'に')",10
"('て', '有し')",10
"('これ', 'ない')",10
"('が', 'これ')",10
"('て', '見え')",10
"('し', 'ところ')",10
"('ところ', 'ない')",10
"('が', 'ところ')",10
"('から', 'さえ')",10
"('その', 'ながら')",10
"('を', '彼')",10
"('で', '彼')",10
"('せ', '猫')",10
"('せ', 'て')",10
"('ねえ', 'の')",10
"('も', '君')",10
"('か', 'する')",10
"('た', 'ば')",10
"('て', '家')",10
"('が', '家')",10
"('た', 'ながら')",10
"('の', 'らるる')",10
"('ある', 'なら')",10
"('じゃ', 'で')",10
"('が', 'じゃ')",10
"('よう', '吾輩')",10
"('よう', '事')",10
"('と', '分ら')",10
"('たい', '事')",10
"('に', '分ら')",10
"('分ら', '猫')",10
"('その', '吾輩')",10
"('の', '属')",10
"('に', '属')",10
"('ある', 'くらい')",10
"('くらい', 'し')",10
"('ちょっと', 'て')",10
"('に', 'もっ')",10
"('たい', 'を')",10
"('の', '牛')",10
"('の', '馬')",10
"('の', '製造')",10
"('猫', '自分')",10
"('を', '考える')",10
"('あまり', 'は')",10
"('も', '自分')",10
"('ない', '自分')",10
"('あり', 'に')",10
"('に', '者')",10
"('を', '者')",10
"('あろう', 'も')",10
"('は', '見る')",10
"('は', '十')",10
"('猫', '語')",10
"('で', '見る')",10
"('て', 'なかなか')",10
"('し', 'なく')",10
"('の', '側')",10
"('て', 'られ')",10
"('これ', 'な')",10
"('ない', '主人')",10
"('の', '生')",10
"('た', 'より')",10
"('し', '見')",10
"('か', '御')",10
"('も', '上')",10
"('ませ', '猫')",10
"('だ', 'です')",10
"('か', 'じゃ')",10
"('か', 'それ')",10
"('か', '吾輩')",10
"('って', 'も')",10
"('そんな', 'と')",10
"('な', '云う')",10
"('は', '思う')",10
"('だ', '人間')",10
"('か', '知れ')",10
"('だ', 'など')",10
"('から', '主人')",10
"('の', '日記')",10
"('に', '日記')",10
"('に', '自己')",10
"('ない', '知れ')",10
"('が', '至る')",10
"('は', '食う')",10
"('まい', '猫')",10
"('が', 'まい')",10
"('の', '物')",10
"('の', '挨拶')",10
"('た', '三毛')",10
"('い', 'だ')",10
"('と', '思え')",10
"('ね', 'ます')",10
"('を', '下女')",10
"('ない', 'ます')",10
"('な', 'ます')",10
"('だろう', 'は')",10
"('に', '今')",10
"('だろう', 'も')",10
"('うち', 'が')",10
"('て', '聞か')",10
"('て', '全く')",10
"('だ', 'なっ')",10
"('あいつ', 'に')",10
"('とっ', 'も')",10
"('の', '歩')",10
"('て', '心')",10
"('の', '誉')",10
"('て', 'ね')",10
"('さん', 'て')",10
"('は', 'まい')",10
"('は', 'よ')",10
"('た', 'ただ')",10
"('だっ', 'と')",10
"('と', 'なんか')",10
"('た', 'だっ')",10
"('だっ', 'は')",10
"('た', '行か')",10
"('て', '行か')",10
"('と', '鼠')",10
"('と', '三')",10
"('さ', 'し')",10
"('に', '一般')",10
"('いつ', 'の')",10
"('くらい', 'な')",10
"('せ', 'も')",10
"('と', 'れる')",10
"('て', '迷亭')",10
"('て', '風')",10
"('が', '今')",10
"('で', '君')",10
"('の', '頭')",10
"('人', '以上')",10
"('し', '以上')",10
"('て', 'のみ')",10
"('の', '力')",10
"('で', 'のみ')",10
"('か', 'だけ')",10
"('と', '番茶')",10
"('と', '云い')",10
"('と', '教員')",10
"('あいつ', 'と')",10
"('と', '髭')",10
"('と', '生やし')",10
"('へ', '事')",10
"('だろう', 'で')",10
"('いえ', 'と')",10
"('と', 'ど')",10
"('を', '得')",10
"('の', '安')",10
"('に', 'もっとも')",10
"('が', 'とうてい')",10
"('とうてい', 'に')",10
"('も', '同じ')",10
"('なかっ', 'は')",10
"('の', '豪傑')",10
"('て', '生れ')",10
"('に', '今日')",10
"('に', '拝見')",10
"('に', '運動')",10
"('の', '落雲')",10
"('の', '君子')",10
"('その', '一')",9
"('なら', '事')",9
"('に', '方')",9
"('と', '方')",9
"('も', '方')",9
"('いっ', 'で')",9
"('の', 'よかろう')",9
"('し', '出来')",9
"('は', '有し')",9
"('の', '皮膚')",9
"('ごとく', 'に')",9
"('ごとき', 'に')",9
"('に', '有し')",9
"('は', '見え')",9
"('から', 'ところ')",9
"('ある', 'ところ')",9
"('ある', 'さえ')",9
"('の', '前後')",9
"('に', '本')",9
"('くる', 'て')",9
"('くる', 'に')",9
"('が', '上')",9
"('も', '彼')",9
"('を', '中')",9
"('なる', 'も')",9
"('しかし', 'た')",9
"('から', 'しかし')",9
"('で', '思っ')",9
"('に', '大')",9
"('だ', '何')",9
"('と', '思わ')",9
"('猫', '者')",9
"('も', '御')",9
"('うち', '猫')",9
"('うち', 'に')",9
"('に', 'ばかり')",9
"('か', 'よう')",9
"('あっ', '猫')",9
"('の', 'はなはだ')",9
"('が', 'まだ')",9
"('この', 'だ')",9
"('つもり', 'の')",9
"('に', 'らるる')",9
"('の', '鼻')",9
"('に', '相違')",9
"('で', '分ら')",9
"('ある', 'いう')",9
"('ある', 'だけ')",9
"('に', 'やり')",9
"('ん', '人間')",9
"('おい', 'は')",9
"('に', '到底')",9
"('て', '到底')",9
"('で', '到底')",9
"('ん', '吾輩')",9
"('の', '動物')",9
"('の', 'まま')",9
"('に', '得る')",9
"('ちょっと', 'と')",9
"('から', 'など')",9
"('あり', 'と')",9
"('あり', 'が')",9
"('あろう', '猫')",9
"('いい', 'た')",9
"('あろう', 'は')",9
"('じゃ', 'ん')",9
"('あまり', 'で')",9
"('じゃ', 'を')",9
"('あり', 'も')",9
"('の', '語')",9
"('で', '人')",9
"('ここ', 'と')",9
"('は', 'やはり')",9
"('し', 'そう')",9
"('から', 'ぬ')",9
"('ある', 'そう')",9
"('だ', 'なら')",9
"('の', 'やはり')",9
"('の', '内')",9
"('の', '西洋')",9
"('で', '上')",9
"('に', 'られ')",9
"('の', '春')",9
"('で', 'や')",9
"('や', '猫')",9
"('を', '側')",9
"('な', '主人')",9
"('の', 'はず')",9
"('た', '年')",9
"('と', 'はず')",9
"('年', '猫')",9
"('へ', '御')",9
"('が', 'です')",9
"('あり', 'だ')",9
"('ませ', 'も')",9
"('って', 'と')",9
"('と', '寒月')",9
"('を', '大')",9
"('が', 'そんな')",9
"('か', 'そんな')",9
"('に', '的')",9
"('一般', '猫')",9
"('ところ', '人間')",9
"('と', '知れ')",9
"('ぬ', '人間')",9
"('うち', 'て')",9
"('だ', 'へ')",9
"('に', '世間')",9
"('ある', 'れ')",9
"('ある', '等')",9
"('を', '自己')",9
"('が', '自己')",9
"('と', '自己')",9
"('す', 'は')",9
"('が', '日')",9
"('まい', 'も')",9
"('こう', 'の')",9
"('なっ', 'も')",9
"('あら', 'を')",9
"('また', 'も')",9
"('た', 'また')",9
"('また', 'を')",9
"('て', '相違')",9
"('は', '吾')",9
"('て', '挨拶')",9
"('って', 'ない')",9
"('は', '三毛')",9
"('に', '三毛')",9
"('まし', 'を')",9
"('い', 'から')",9
"('い', 'し')",9
"('から', '何')",9
"('て', 'ませ')",9
"('し', '御')",9
"('し', '何')",9
"('を', '受け')",9
"('が', '下女')",9
"('から', 'ござい')",9
"('から', '一')",9
"('いただか', 'で')",9
"('で', '下女')",9
"('ござい', '猫')",9
"('ます', '御')",9
"('ます', 'もの')",9
"('は', '共')",9
"('よう', 'ん')",9
"('か', '家')",9
"('を', '今')",9
"('の', '病気')",9
"('だろう', '猫')",9
"('に', '病気')",9
"('て', '病気')",9
"('が', 'まし')",9
"('から', 'へ')",9
"('て', 'ねえ')",9
"('へ', 'よう')",9
"('ます', '吾輩')",9
"('うち', 'は')",9
"('たら', 'だ')",9
"('だ', 'やり')",9
"('あいつ', 'だ')",9
"('た', 'やり')",9
"('た', 'どう')",9
"('と', 'まし')",9
"('し', 'どう')",9
"('は', '匹')",9
"('さん', 'で')",9
"('さん', 'ます')",9
"('は', '経')",9
"('まい', 'を')",9
"('た', 'よ')",9
"('あの', 'の')",9
"('あの', 'ます')",9
"('あの', '野良')",9
"('の', 'やっ')",9
"('の', '野良')",9
"('が', 'しかし')",9
"('た', 'まあ')",9
"('た', '下女')",9
"('ます', '野良')",9
"('は', 'やっ')",9
"('を', '鼠')",9
"('た', '家')",9
"('事', '家')",9
"('の', '知っ')",9
"('三', '猫')",9
"('て', '三')",9
"('し', 'なっ')",9
"('こう', 'は')",9
"('猫', '訳')",9
"('し', 'まで')",9
"('で', '訳')",9
"('で', '迷亭')",9
"('も', '迷亭')",9
"('ず', 'だ')",9
"('しまっ', 'の')",9
"('しまっ', 'て')",9
"('しまっ', 'と')",9
"('この', '人間')",9
"('て', 'また')",9
"('ざる', '猫')",9
"('は', '力')",9
"('と', 'のみ')",9
"('の', '進化')",9
"('に', '力')",9
"('は', '生れ')",9
"('に', '苦')",9
"('に', '沙弥')",9
"('ある', '先生')",9
"('ど', 'も')",9
"('に', '云っ')",9
"('の', '云っ')",9
"('が', 'だろう')",9
"('の', '度')",9
"('て', '度')",9
"('いえ', 'で')",9
"('で', 'ど')",9
"('いえ', 'の')",9
"('の', '金田')",9
"('いかに', 'の')",9
"('たる', 'は')",9
"('たる', 'で')",9
"('の', '得')",9
"('を', '時')",9
"('を', '鈴木')",9
"('の', '体面')",9
"('の', '変化')",9
"('ここ', 'を')",9
"('が', '同じ')",9
"('を', '同じ')",9
"('た', 'とうてい')",9
"('て', 'とうてい')",9
"('は', '同じ')",9
"('なかっ', 'に')",9
"('の', '入れる')",9
"('つい', 'て')",9
"('かよう', 'の')",9
"('すこぶる', 'に')",9
"('で', '時')",9
"('の', '幸')",9
"('の', '朝夕')",9
"('の', '虎皮')",9
"('の', '侍')",9
"('の', 'べ')",9
"('の', '乃至')",9
"('の', '東風')",9
"('の', '広い')",9
"('の', '東京')",9
"('の', '騎')",9
"('の', '当千')",9
"('の', '連')",9
"('の', '挙止')",9
"('の', '千載')",9
"('の', '一遇')",9
"('の', '光栄')",9
"('の', '運動')",9
"('に', 'よかろう')",9
"('は', '気')",9
"('た', '虎')",9
"('に', '急')",9
"('一', '吾輩')",8
"('こんな', 'た')",8
"('こんな', 'で')",8
"('こんな', 'と')",8
"('に', '寝')",8
"('ない', '寝')",8
"('ない', 'なら')",8
"('ない', '出来')",8
"('ない', 'ぬ')",8
"('が', 'こと')",8
"('方', '猫')",8
"('いっ', 'が')",8
"('いっ', 'と')",8
"('ある', '何')",8
"('まあ', 'を')",8
"('は', '思っ')",8
"('ごとき', 'は')",8
"('ごとき', 'を')",8
"('を', '有し')",8
"('に', '皮膚')",8
"('は', 'もっとも')",8
"('これ', 'だ')",8
"('ところ', 'も')",8
"('さえ', 'だ')",8
"('いる', '一')",8
"('て', '本')",8
"('と', '彼')",8
"('を', '思っ')",8
"('た', '思っ')",8
"('に', 'る')",8
"('せ', 'で')",8
"('どう', 'ない')",8
"('思わ', '猫')",8
"('は', '者')",8
"('ばかり', 'を')",8
"('ぜ', 'と')",8
"('し', '彼')",8
"('に', '教師')",8
"('ちょっと', 'は')",8
"('は', 'らるる')",8
"('が', 'らるる')",8
"('と', '少し')",8
"('て', '少し')",8
"('じゃ', 'も')",8
"('じゃ', 'に')",8
"('は', 'やり')",8
"('し', 'だけ')",8
"('やり', '猫')",8
"('たい', '猫')",8
"('の', '言語')",8
"('の', '得る')",8
"('に', 'まま')",8
"('と', '断っ')",8
"('て', 'もっ')",8
"('おき', 'と')",8
"('する', '事')",8
"('の', '癖')",8
"('する', '吾輩')",8
"('人間', '見')",8
"('がち', 'の')",8
"('から', '顔')",8
"('と', '者')",8
"('あまり', 'て')",8
"('て', '者')",8
"('あり', '猫')",8
"('さ', 'な')",8
"('れ', '事')",8
"('で', '考える')",8
"('あり', 'ん')",8
"('あろう', 'を')",8
"('いい', 'を')",8
"('など', '事')",8
"('も', '者')",8
"('なかなか', 'に')",8
"('に', '語')",8
"('ここ', 'は')",8
"('は', '出来る')",8
"('で', 'なかなか')",8
"('が', '見る')",8
"('と', 'なかなか')",8
"('と', '出来る')",8
"('は', '同類')",8
"('は', '餅屋')",8
"('から', 'そう')",8
"('が', '分ら')",8
"('猫', '餅屋')",8
"('たり', 'と')",8
"('たり', 'を')",8
"('て', '内')",8
"('日本', '猫')",8
"('て', '側')",8
"('られ', 'を')",8
"('か', '主人')",8
"('な', 'より')",8
"('ない', 'より')",8
"('て', 'はず')",8
"('に', 'まだ')",8
"('か', '上')",8
"('へ', '上')",8
"('か', 'その')",8
"('が', 'って')",8
"('です', 'と')",8
"('か', '大')",8
"('と', 'ませ')",8
"('それ', 'だ')",8
"('な', 'なら')",8
"('ね', 'も')",8
"('な', 'ね')",8
"('ね', '吾輩')",8
"('を', '寒月')",8
"('君', '吾輩')",8
"('そんな', 'を')",8
"('と', '的')",8
"('で', '一般')",8
"('くらい', 'だ')",8
"('より', '人間')",8
"('いる', '人間')",8
"('は', '念')",8
"('に', '内')",8
"('に', '思う')",8
"('は', '世間')",8
"('で', '思う')",8
"('も', '真面目')",8
"('て', '自己')",8
"('し', 'れ')",8
"('猫', '至る')",8
"('し', '至る')",8
"('に', '口')",8
"('で', '日')",8
"('ある', 'なっ')",8
"('こう', 'も')",8
"('なっ', 'もの')",8
"('た', '中')",8
"('あら', 'て')",8
"('で', 'ねえ')",8
"('に', '五')",8
"('に', '狂瀾')",8
"('と', 'また')",8
"('と', '大変')",8
"('に', '物')",8
"('の', '相違')",8
"('吾', '猫')",8
"('を', '立て')",8
"('と', '立て')",8
"('を', '三毛')",8
"('ん', '三毛')",8
"('から', 'まし')",8
"('て', '一方')",8
"('て', '思え')",8
"('どう', 'な')",8
"('ない', 'ね')",8
"('から', 'ね')",8
"('ね', 'よう')",8
"('とも', 'を')",8
"('を', '方')",8
"('が', '共')",8
"('ござい', 'だ')",8
"('ん', '一')",8
"('いただか', 'は')",8
"('下女', '猫')",8
"('へ', 'ん')",8
"('たら', 'ん')",8
"('ながら', 'も')",8
"('今', '猫')",8
"('から', 'それ')",8
"('て', 'ほんに')",8
"('って', 'で')",8
"('で', 'まし')",8
"('は', '入れ')",8
"('は', 'れる')",8
"('あんな', 'を')",8
"('あんな', 'だ')",8
"('あんな', 'た')",8
"('あんな', 'も')",8
"('を', '少し')",8
"('とっ', 'を')",8
"('て', '叩い')",8
"('とっ', '猫')",8
"('もの', 'やり')",8
"('なっ', 'ます')",8
"('あいつ', 'ます')",8
"('ます', 'ます')",8
"('の', '念')",8
"('心', '猫')",8
"('で', '心')",8
"('彼', '等')",8
"('て', '共')",8
"('た', '誉')",8
"('が', '誉')",8
"('どれ', 'の')",8
"('た', 'どれ')",8
"('し', '上')",8
"('おり', 'の')",8
"('よう', '云う')",8
"('と', '匹')",8
"('で', 'もらっ')",8
"('も', 'よ')",8
"('の', '経')",8
"('て', '経')",8
"('よ', 'を')",8
"('て', 'まい')",8
"('ます', 'よ')",8
"('だっ', 'を')",8
"('を', '行か')",8
"('この', '云う')",8
"('と', '行か')",8
"('た', 'やっ')",8
"('ある', 'たら')",8
"('あら', 'は')",8
"('なんか', 'は')",8
"('て', 'なんか')",8
